Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C003,P035,Books,279.52,2023-12-26
C036,P044,Clothing,235.84,2023-12-01
C153,P031,Books,454.79,2023-01-24
C181,P017,Electronics,19.99,2023-11-20
C339,P018,Electronics,317.3,2023-06-05
C120,P047,Clothing,254.61,2023-10-11
C318,P007,Books,429.97,2023-12-17
C134,P027,Toys & Games,53.7,2023-12-12
C171,P007,Books,164.27,2023-12-13
C398,P009,Toys & Games,371.25,2023-01-05
C170,P038,Home & Kitchen,242.0,2023-06-27
C071,P023,Books,26.64,2023-01-06
C422,P007,Books,490.77,2023-03-14
C128,P009,Toys & Games,483.61,2023-06-20
C030,P017,Electronics,307.22,2023-03-22
C282,P029,Books,458.18,2023-01-17
C178,P028,Books,365.48,2023-12-20
C101,P035,Books,38.1,2023-08-25
C451,P025,Clothing,150.39,2023-09-27
C280,P042,Clothing,485.56,2023-06-23
C313,P010,Home & Kitchen,301.1,2023-02-08
C485,P011,Books,165.73,2023-02-16
C229,P048,Books,120.84,2023-12-20
C298,P034,Home & Kitchen,132.09,2023-09-19
C025,P028,Books,81.61,2023-01-26
C230,P025,Clothing,157.53,2023-07-11
C343,P047,Clothing,451.29,2023-01-29
C312,P018,Electronics,77.68,2023-08-28
C099,P020,Toys & Games,167.43,2023-09-04
C190,P041,Home & Kitchen,72.61,2023-06-02
C405,P022,Electronics,177.86,2023-11-20
C449,P019,Home & Kitchen,365.42,2023-01-04
C009,P043,Books,286.59,2023-04-16
C174,P018,Electronics,496.11,2023-07-31
C401,P023,Books,469.69,2023-05-20
C369,P032,Home & Kitchen,374.35,2023-08-06
C232,P030,Home & Kitchen,19.76,2023-04-19
C074,P006,Electronics,399.11,2023-09-24
C139,P026,Electronics,243.47,2023-04-10
C164,P013,Home & Kitchen,475.2,2023-09-18
C353,P047,Clothing,271.12,2023-09-09
C374,P023,Books,24.54,2023-03-09
C286,P012,Electronics,251.39,2023-06-18
C069,P031,Books,428.04,2023-08-08
C336,P036,Clothing,43.22,2023-11-15
C347,P015,Clothing,475.37,2023-09-29
C091,P026,Electronics,429.94,2023-09-01
C243,P049,Electronics,336.43,2023-03-10
C358,P014,Toys & Games,412.04,2023-05-18
C363,P020,Toys & Games,28.18,2023-08-08
C237,P008,Home & Kitchen,318.58,2023-10-21
C053,P015,Clothing,434.65,2023-07-02
C120,P006,Electronics,187.39,2023-03-18
C328,P033,Electronics,252.49,2023-01-21
C093,P003,Electronics,174.18,2023-04-09
C481,P035,Books,433.61,2023-04-04
C144,P016,Toys & Games,188.32,2023-07-11
C366,P013,Home & Kitchen,398.97,2023-01-02
C491,P006,Electronics,24.02,2023-11-09
C292,P035,Books,120.05,2023-03-27
C115,P048,Books,137.74,2023-12-22
C460,P047,Clothing,70.89,2023-05-29
C201,P008,Home & Kitchen,43.37,2023-01-09
C219,P031,Books,447.12,2023-12-02
C226,P027,Toys & Games,279.94,2023-08-09
C268,P039,Books,296.7,2023-08-05
C076,P036,Clothing,318.53,2023-05-28
C271,P026,Electronics,286.01,2023-10-31
C250,P006,Electronics,295.45,2023-06-22
C440,P024,Books,147.36,2023-03-25
C285,P043,Books,82.94,2023-02-22
C391,P022,Electronics,136.42,2023-04-25
C392,P045,Clothing,379.08,2023-05-08
C145,P001,Clothing,121.77,2023-12-01
C392,P012,Electronics,10.71,2023-08-04
C294,P049,Electronics,441.18,2023-05-05
C397,P015,Clothing,181.48,2023-12-08
C273,P026,Electronics,376.3,2023-04-15
C211,P050,Home & Kitchen,226.74,2023-12-20
C254,P036,Clothing,42.64,2023-04-03
C379,P025,Clothing,208.12,2023-01-25
C157,P048,Books,403.0,2023-01-21
C080,P030,Home & Kitchen,352.3,2023-02-22
C418,P050,Home & Kitchen,211.92,2023-07-16
C233,P010,Home & Kitchen,179.95,2023-11-02
C036,P009,Toys & Games,453.4,2023-09-06
C204,P029,Books,354.19,2023-03-26
C407,P049,Electronics,114.1,2023-10-29
C402,P015,Clothing,419.55,2023-01-21
C412,P006,Electronics,244.76,2023-07-21
C399,P036,Clothing,28.2,2023-12-03
C255,P037,Clothing,172.99,2023-09-10
C385,P028,Books,410.68,2023-11-04
C399,P026,Electronics,296.81,2023-01-31
C453,P030,Home & Kitchen,429.53,2023-01-14
C287,P017,Electronics,358.08,2023-08-22
C391,P007,Books,346.38,2023-08-04
C006,P012,Electronics,69.35,2023-12-08
C391,P007,Books,451.48,2023-01-11
C404,P036,Clothing,306.29,2023-07-27
C300,P017,Electronics,414.43,2023-04-10
C405,P020,Toys & Games,81.01,2023-10-30
C324,P025,Clothing,294.94,2023-10-26
C137,P012,Electronics,65.31,2023-06-21
C191,P013,Home & Kitchen,351.91,2023-05-19
C414,P023,Books,70.35,2023-03-09
C380,P014,Toys & Games,343.03,2023-11-10
C450,P042,Clothing,56.14,2023-12-09
C431,P016,Toys & Games,213.94,2023-08-29
C485,P044,Clothing,362.24,2023-03-10
C425,P020,Toys & Games,81.44,2023-07-20
C145,P049,Electronics,330.68,2023-12-27
C411,P018,Electronics,67.69,2023-06-18
C376,P022,Electronics,393.3,2023-05-06
C101,P005,Clothing,378.93,2023-12-21
C314,P018,Electronics,128.9,2023-12-23
C347,P042,Clothing,138.92,2023-11-17
C171,P043,Books,15.16,2023-07-29
C011,P021,Home & Kitchen,29.42,2023-01-31
C146,P003,Electronics,143.64,2023-03-09
C405,P004,Books,297.11,2023-09-13
C356,P020,Toys & Games,138.06,2023-06-09
C205,P016,Toys & Games,249.57,2023-09-29
C004,P036,Clothing,212.87,2023-01-13
C116,P010,Home & Kitchen,383.97,2023-02-05
C165,P047,Clothing,175.28,2023-07-31
C091,P012,Electronics,440.85,2023-06-07
C315,P008,Home & Kitchen,453.22,2023-01-04
C240,P006,Electronics,486.62,2023-07-24
C474,P048,Books,220.86,2023-11-03
C213,P010,Home & Kitchen,254.32,2023-03-11
C136,P047,Clothing,127.54,2023-04-14
C366,P050,Home & Kitchen,186.9,2023-12-10
C377,P023,Books,447.34,2023-10-12
C419,P015,Clothing,268.06,2023-04-01
C268,P039,Books,76.54,2023-09-11
C315,P003,Electronics,156.07,2023-12-30
C314,P047,Clothing,237.27,2023-07-17
C414,P039,Books,162.11,2023-10-12
C023,P012,Electronics,465.09,2023-08-14
C165,P050,Home & Kitchen,168.56,2023-10-29
C465,P010,Home & Kitchen,424.23,2023-08-25
C055,P031,Books,133.99,2023-04-13
C057,P038,Home & Kitchen,20.79,2023-01-14
C184,P042,Clothing,155.52,2023-05-15
C312,P024,Books,150.0,2023-03-03
C243,P028,Books,270.2,2023-09-15
C356,P038,Home & Kitchen,377.87,2023-06-01
C178,P003,Electronics,392.08,2023-11-20
C296,P037,Clothing,423.17,2023-09-03
C010,P004,Books,153.36,2023-04-04
C134,P023,Books,307.19,2023-01-16
C267,P003,Electronics,287.66,2023-07-13
C277,P047,Clothing,431.66,2023-02-15
C341,P004,Books,241.9,2023-12-30
C159,P022,Electronics,26.25,2023-08-03
C462,P039,Books,248.35,2023-09-04
C248,P021,Home & Kitchen,25.48,2023-04-30
C393,P006,Electronics,286.62,2023-03-30
C282,P027,Toys & Games,389.14,2023-04-12
C086,P022,Electronics,293.55,2023-10-06
C233,P007,Books,401.92,2023-07-08
C378,P038,Home & Kitchen,411.32,2023-10-13
C017,P038,Home & Kitchen,300.25,2023-06-22
C456,P048,Books,141.34,2023-06-26
C014,P006,Electronics,312.4,2023-11-21
C197,P044,Clothing,41.08,2023-08-04
C364,P028,Books,150.19,2023-01-26
C035,P011,Books,315.34,2023-09-09
C127,P031,Books,177.58,2023-06-03
C302,P045,Clothing,294.5,2023-04-29
C490,P031,Books,48.51,2023-05-11
C341,P044,Clothing,9.91,2023-08-01
C375,P004,Books,347.3,2023-09-09
C122,P004,Books,32.57,2023-04-15
C010,P012,Electronics,461.38,2023-07-16
C447,P011,Books,436.08,2023-05-21
C295,P006,Electronics,299.09,2023-02-13
C052,P009,Toys & Games,335.33,2023-10-11
C428,P001,Clothing,460.71,2023-12-10
C420,P005,Clothing,137.44,2023-08-12
C051,P027,Toys & Games,326.09,2023-03-04
C472,P020,Toys & Games,335.34,2023-12-28
C025,P050,Home & Kitchen,489.59,2023-06-03
C259,P013,Home & Kitchen,218.24,2023-11-08
C244,P023,Books,496.91,2023-06-07
C146,P023,Books,106.9,2023-10-24
C055,P028,Books,98.69,2023-12-13
C087,P007,Books,18.56,2023-02-16
C036,P046,Books,191.28,2023-09-29
C023,P026,Electronics,415.22,2023-12-25
C348,P015,Clothing,422.04,2023-01-25
C108,P038,Home & Kitchen,427.42,2023-02-08
C349,P007,Books,17.49,2023-06-10
C444,P048,Books,320.39,2023-04-22
C189,P007,Books,492.13,2023-02-04
C411,P035,Books,277.18,2023-01-22
C043,P025,Clothing,454.77,2023-08-21
C328,P019,Home & Kitchen,133.69,2023-07-16
C421,P038,Home & Kitchen,128.29,2023-10-02
C250,P019,Home & Kitchen,388.34,2023-09-20
C487,P046,Books,357.76,2023-11-06
C154,P005,Clothing,280.22,2023-05-25
C272,P008,Home & Kitchen,385.54,2023-09-10
C108,P032,Home & Kitchen,37.0,2023-05-06
C121,P011,Books,447.95,2023-05-03
C368,P009,Toys & Games,274.1,2023-03-05
C324,P011,Books,368.9,2023-08-13
C240,P043,Books,497.17,2023-11-04
C139,P032,Home & Kitchen,55.56,2023-08-11
C099,P017,Electronics,250.81,2023-09-25
C383,P013,Home & Kitchen,436.01,2023-09-27
C483,P021,Home & Kitchen,123.48,2023-06-02
C271,P039,Books,34.46,2023-05-06
C027,P036,Clothing,467.4,2023-10-29
C469,P004,Books,460.33,2023-12-14
C240,P021,Home & Kitchen,395.23,2023-08-22
C094,P040,Electronics,179.32,2023-02-15
C357,P048,Books,303.0,2023-05-24
C409,P034,Home & Kitchen,481.16,2023-01-23
C050,P040,Electronics,284.35,2023-07-03
C075,P024,Books,6.31,2023-06-25
C251,P003,Electronics,407.45,2023-08-26
C053,P047,Clothing,80.72,2023-10-21
C288,P050,Home & Kitchen,149.13,2023-04-28
C445,P013,Home & Kitchen,349.59,2023-04-12
C329,P011,Books,480.35,2023-10-08
C404,P050,Home & Kitchen,416.65,2023-02-07
C062,P039,Books,380.59,2023-03-24
C460,P033,Electronics,487.47,2023-08-26
C061,P003,Electronics,270.3,2023-01-10
C014,P010,Home & Kitchen,202.53,2023-02-11
C384,P028,Books,232.45,2023-02-02
C494,P041,Home & Kitchen,129.06,2023-09-08
C133,P040,Electronics,490.93,2023-12-30
C477,P038,Home & Kitchen,399.52,2023-07-16
C115,P034,Home & Kitchen,225.26,2023-05-03
C054,P036,Clothing,285.93,2023-08-23
C465,P035,Books,334.14,2023-10-02
C243,P048,Books,472.25,2023-08-14
C342,P028,Books,137.59,2023-11-22
C125,P007,Books,258.51,2023-12-02
C182,P047,Clothing,470.05,2023-06-17
C410,P013,Home & Kitchen,69.17,2023-10-07
C298,P043,Books,445.73,2023-10-26
C059,P046,Books,201.56,2023-01-02
C347,P011,Books,43.67,2023-10-02
C476,P001,Clothing,430.76,2023-12-16
C344,P010,Home & Kitchen,124.89,2023-05-29
C157,P012,Electronics,392.95,2023-09-03
C377,P037,Clothing,128.43,2023-03-13
C478,P009,Toys & Games,89.1,2023-10-29
C112,P038,Home & Kitchen,10.07,2023-03-05
C321,P045,Clothing,358.32,2023-12-06
C488,P010,Home & Kitchen,472.17,2023-11-07
C364,P049,Electronics,79.31,2023-07-23
C035,P001,Clothing,118.49,2023-08-25
C287,P047,Clothing,274.94,2023-05-20
C464,P049,Electronics,135.56,2023-11-23
C289,P027,Toys & Games,256.71,2023-11-25
C060,P021,Home & Kitchen,385.0,2023-05-31
C215,P007,Books,11.41,2023-08-27
C355,P046,Books,152.02,2023-05-15
C467,P001,Clothing,260.15,2023-06-19
C293,P024,Books,232.01,2023-09-28
C397,P046,Books,136.03,2023-01-20
C208,P020,Toys & Games,450.03,2023-04-10
C129,P034,Home & Kitchen,424.04,2023-12-15
C337,P039,Books,36.77,2023-04-23
C496,P038,Home & Kitchen,166.22,2023-12-31
C290,P012,Electronics,363.87,2023-12-04
C225,P042,Clothing,174.96,2023-02-10
C381,P005,Clothing,273.11,2023-07-09
C304,P008,Home & Kitchen,56.46,2023-11-19
C392,P024,Books,274.42,2023-09-21
C288,P044,Clothing,239.8,2023-08-03
C101,P041,Home & Kitchen,191.52,2023-10-31
C061,P010,Home & Kitchen,361.51,2023-04-22
C060,P017,Electronics,121.3,2023-03-28
C154,P011,Books,483.83,2023-02-01
C429,P007,Books,399.46,2023-04-12
C238,P019,Home & Kitchen,123.37,2023-10-08
C399,P038,Home & Kitchen,214.24,2023-01-04
C375,P022,Electronics,322.5,2023-07-10
C046,P050,Home & Kitchen,396.98,2023-07-22
C094,P010,Home & Kitchen,61.14,2023-12-10
C340,P016,Toys & Games,64.05,2023-01-02
C156,P030,Home & Kitchen,15.77,2023-10-17
C271,P012,Electronics,33.03,2023-06-13
C267,P045,Clothing,464.94,2023-07-25
C155,P016,Toys & Games,114.33,2023-08-21
C382,P041,Home & Kitchen,276.84,2023-07-09
C023,P043,Books,86.49,2023-10-12
C200,P027,Toys & Games,119.42,2023-10-12
C231,P043,Books,125.88,2023-06-02
C085,P002,Books,475.72,2023-06-03
C261,P004,Books,290.2,2023-12-18
C012,P034,Home & Kitchen,133.7,2023-06-04
C308,P008,Home & Kitchen,455.91,2023-05-24
C478,P029,Books,50.91,2023-07-27
C343,P010,Home & Kitchen,375.48,2023-05-25
C196,P026,Electronics,415.52,2023-04-14
C466,P042,Clothing,231.38,2023-09-22
C279,P035,Books,265.45,2023-09-20
C056,P039,Books,319.02,2023-09-19
C402,P006,Electronics,297.96,2023-04-08
C075,P016,Toys & Games,191.59,2023-07-16
C308,P010,Home & Kitchen,310.46,2023-05-07
C444,P045,Clothing,193.42,2023-05-29
C469,P020,Toys & Games,156.66,2023-04-28
C404,P047,Clothing,61.62,2023-11-20
C104,P012,Electronics,483.07,2023-09-17
C301,P026,Electronics,378.24,2023-05-23
C179,P050,Home & Kitchen,388.03,2023-03-25
C132,P043,Books,435.0,2023-05-14
C451,P046,Books,455.82,2023-10-30
C305,P018,Electronics,136.11,2023-11-07
C317,P016,Toys & Games,21.56,2023-08-23
C134,P019,Home & Kitchen,171.85,2023-08-18
C390,P003,Electronics,88.31,2023-07-18
C109,P022,Electronics,403.08,2023-04-28
C026,P034,Home & Kitchen,478.02,2023-11-18
C325,P031,Books,465.37,2023-07-28
C254,P030,Home & Kitchen,196.59,2023-09-29
C165,P021,Home & Kitchen,366.94,2023-09-08
C317,P036,Clothing,474.87,2023-05-09
C061,P022,Electronics,419.72,2023-07-27
C433,P005,Clothing,496.37,2023-01-09
C488,P008,Home & Kitchen,172.16,2023-01-10
C441,P002,Books,48.66,2023-07-04
C362,P004,Books,325.89,2023-01-14
C298,P022,Electronics,14.99,2023-11-02
C423,P032,Home & Kitchen,25.54,2023-05-08
C256,P002,Books,190.44,2023-06-22
C155,P029,Books,472.16,2023-01-31
C247,P006,Electronics,72.03,2023-10-14
C071,P032,Home & Kitchen,337.23,2023-03-05
C177,P041,Home & Kitchen,445.08,2023-08-30
C206,P009,Toys & Games,491.78,2023-04-08
C143,P020,Toys & Games,241.03,2023-06-29
C347,P043,Books,236.56,2023-03-03
C142,P029,Books,407.97,2023-07-01
C486,P018,Electronics,24.92,2023-01-27
C202,P015,Clothing,71.86,2023-03-17
C372,P011,Books,468.44,2023-06-10
C357,P048,Books,327.6,2023-04-11
C436,P041,Home & Kitchen,150.55,2023-01-18
C253,P018,Electronics,178.98,2023-12-01
C404,P047,Clothing,166.92,2023-05-20
C130,P007,Books,180.54,2023-02-01
C248,P006,Electronics,26.04,2023-12-06
C138,P034,Home & Kitchen,245.99,2023-01-03
C379,P048,Books,285.35,2023-02-16
C221,P006,Electronics,212.25,2023-10-08
C330,P046,Books,175.2,2023-06-20
C400,P041,Home & Kitchen,351.88,2023-11-04
C148,P026,Electronics,449.04,2023-08-19
C278,P037,Clothing,176.27,2023-08-26
C058,P033,Electronics,243.76,2023-05-29
C456,P029,Books,325.07,2023-12-02
C171,P010,Home & Kitchen,412.69,2023-11-09
C129,P005,Clothing,194.49,2023-06-22
C372,P030,Home & Kitchen,157.39,2023-09-12
C129,P027,Toys & Games,36.77,2023-01-17
C491,P008,Home & Kitchen,369.26,2023-12-18
C413,P006,Electronics,327.27,2023-08-18
C123,P002,Books,432.57,2023-06-28
C226,P048,Books,299.35,2023-04-10
C324,P047,Clothing,378.61,2023-07-30
C341,P020,Toys & Games,404.38,2023-02-03
C060,P050,Home & Kitchen,143.33,2023-08-23
C056,P035,Books,498.34,2023-07-18
C293,P016,Toys & Games,178.65,2023-09-21
C224,P017,Electronics,291.05,2023-05-17
C362,P006,Electronics,20.08,2023-05-09
C442,P002,Books,386.68,2023-03-13
C356,P015,Clothing,5.6,2023-09-10
C097,P038,Home & Kitchen,280.78,2023-11-29
C045,P015,Clothing,152.94,2023-05-14
C463,P019,Home & Kitchen,155.49,2023-08-17
C468,P039,Books,372.61,2023-04-11
C199,P038,Home & Kitchen,168.86,2023-06-22
C061,P026,Electronics,379.77,2023-03-17
C095,P033,Electronics,194.27,2023-08-16
C475,P016,Toys & Games,252.29,2023-09-09
C308,P035,Books,107.71,2023-06-11
C196,P043,Books,155.59,2023-04-13
C434,P049,Electronics,244.14,2023-09-07
C083,P024,Books,364.7,2023-05-15
C500,P016,Toys & Games,415.08,2023-08-16
C397,P030,Home & Kitchen,165.08,2023-06-17
C114,P045,Clothing,28.38,2023-11-08
C241,P017,Electronics,28.95,2023-09-19
C366,P050,Home & Kitchen,340.54,2023-01-30
C199,P033,Electronics,389.73,2023-05-26
C315,P042,Clothing,449.36,2023-06-09
C272,P041,Home & Kitchen,203.99,2023-04-08
C447,P041,Home & Kitchen,286.66,2023-12-20
C416,P042,Clothing,488.21,2023-10-11
C234,P011,Books,355.36,2023-03-06
C181,P028,Books,496.61,2023-02-22
C411,P027,Toys & Games,190.54,2023-03-31
C246,P022,Electronics,374.33,2023-01-10
C116,P014,Toys & Games,288.65,2023-06-08
C003,P005,Clothing,64.0,2023-12-31
C034,P030,Home & Kitchen,432.17,2023-09-07
C301,P020,Toys & Games,127.71,2023-09-06
C306,P006,Electronics,84.78,2023-02-24
C054,P035,Books,29.41,2023-03-29
C305,P017,Electronics,189.51,2023-02-05
C204,P002,Books,327.17,2023-12-13
C455,P026,Electronics,362.28,2023-04-02
C174,P032,Home & Kitchen,82.39,2023-05-14
C478,P011,Books,91.21,2023-12-25
C401,P008,Home & Kitchen,30.2,2023-10-05
C213,P050,Home & Kitchen,165.17,2023-09-05
C117,P026,Electronics,248.17,2023-10-21
C032,P001,Clothing,88.12,2023-09-23
C024,P024,Books,108.8,2023-01-27
C483,P049,Electronics,205.78,2023-09-08
C229,P031,Books,168.66,2023-08-21
C273,P028,Books,490.14,2023-09-20
C177,P032,Home & Kitchen,199.17,2023-10-25
C100,P044,Clothing,311.59,2023-02-03
C322,P024,Books,259.11,2023-08-09
C214,P018,Electronics,161.69,2023-09-29
C184,P024,Books,418.97,2023-04-09
C217,P006,Electronics,314.83,2023-02-04
C150,P009,Toys & Games,483.84,2023-02-02
C206,P035,Books,491.54,2023-07-12
C148,P017,Electronics,181.21,2023-04-09
C157,P008,Home & Kitchen,122.72,2023-02-27
C007,P018,Electronics,441.5,2023-05-11
C031,P020,Toys & Games,383.55,2023-08-14
C017,P026,Electronics,443.87,2023-10-04
C340,P020,Toys & Games,156.6,2023-02-06
C314,P044,Clothing,58.93,2023-10-26
C335,P050,Home & Kitchen,25.77,2023-06-16
C411,P002,Books,173.68,2023-04-06
C245,P024,Books,295.57,2023-04-05
C241,P006,Electronics,76.54,2023-12-03
C307,P021,Home & Kitchen,40.27,2023-02-22
C474,P034,Home & Kitchen,192.2,2023-04-25
C399,P025,Clothing,255.41,2023-04-20
C076,P015,Clothing,17.2,2023-11-04
C494,P035,Books,466.18,2023-07-10
C005,P034,Home & Kitchen,459.11,2023-02-05
C262,P011,Books,66.52,2023-01-04
C403,P013,Home & Kitchen,86.12,2023-03-30
C102,P033,Electronics,303.03,2023-11-13
C209,P002,Books,58.51,2023-08-22
C138,P045,Clothing,210.68,2023-12-02
C133,P046,Books,69.95,2023-07-11
C167,P027,Toys & Games,130.14,2023-10-23
C089,P028,Books,278.7,2023-11-21
C245,P011,Books,461.62,2023-06-02
C405,P032,Home & Kitchen,367.1,2023-01-05
C340,P042,Clothing,188.11,2023-07-28
C316,P036,Clothing,317.43,2023-11-23
C136,P021,Home & Kitchen,192.3,2023-08-26
C264,P043,Books,72.61,2023-01-28
C427,P031,Books,159.1,2023-08-24
C463,P012,Electronics,248.03,2023-11-07
C452,P020,Toys & Games,382.34,2023-01-28
C389,P027,Toys & Games,264.29,2023-08-14
C336,P011,Books,330.68,2023-01-06
C286,P046,Books,421.48,2023-10-25
C124,P013,Home & Kitchen,171.5,2023-11-12
C166,P007,Books,369.76,2023-12-26
C252,P019,Home & Kitchen,273.35,2023-04-02
C337,P017,Electronics,294.28,2023-09-18
C347,P040,Electronics,62.16,2023-01-25
C404,P036,Clothing,127.09,2023-10-04
C235,P007,Books,494.38,2023-05-20
C488,P002,Books,207.57,2023-02-14
C318,P043,Books,75.21,2023-03-24
C439,P018,Electronics,387.45,2023-10-06
C466,P022,Electronics,405.36,2023-05-04
C284,P044,Clothing,351.81,2023-12-03
C311,P023,Books,15.51,2023-03-06
C185,P002,Books,140.23,2023-01-17
C143,P043,Books,233.95,2023-10-24
C299,P010,Home & Kitchen,207.99,2023-02-12
C411,P032,Home & Kitchen,405.96,2023-04-14
C312,P016,Toys & Games,84.64,2023-09-26
C326,P038,Home & Kitchen,76.28,2023-02-16
C082,P008,Home & Kitchen,337.25,2023-02-15
C165,P022,Electronics,102.29,2023-02-18
C177,P045,Clothing,477.8,2023-05-17
C206,P008,Home & Kitchen,64.59,2023-07-19
C270,P028,Books,23.45,2023-10-31
C420,P041,Home & Kitchen,43.5,2023-04-22
C379,P009,Toys & Games,398.21,2023-04-15
C423,P043,Books,387.64,2023-02-11
C070,P011,Books,272.91,2023-08-26
C228,P040,Electronics,443.29,2023-04-23
C102,P001,Clothing,37.64,2023-06-17
C260,P032,Home & Kitchen,133.94,2023-11-08
C100,P039,Books,252.1,2023-11-14
C438,P027,Toys & Games,476.76,2023-01-11
C490,P032,Home & Kitchen,36.27,2023-09-12
C010,P044,Clothing,91.84,2023-06-25
C252,P035,Books,319.84,2023-03-15
C473,P041,Home & Kitchen,266.76,2023-09-04
C200,P005,Clothing,337.98,2023-05-19
C457,P047,Clothing,423.33,2023-06-21
C483,P013,Home & Kitchen,467.35,2023-05-22
C392,P014,Toys & Games,478.0,2023-05-09
C166,P038,Home & Kitchen,127.3,2023-08-10
C008,P022,Electronics,121.68,2023-07-24
C119,P041,Home & Kitchen,305.48,2023-06-20
C013,P034,Home & Kitchen,13.72,2023-03-16
C316,P006,Electronics,321.54,2023-07-24
C006,P036,Clothing,389.12,2023-02-18
C181,P021,Home & Kitchen,21.9,2023-09-02
C140,P039,Books,334.85,2023-09-19
C461,P012,Electronics,276.24,2023-05-06
C024,P024,Books,408.12,2023-02-07
C031,P026,Electronics,467.9,2023-05-19
C236,P049,Electronics,271.86,2023-04-12
C268,P014,Toys & Games,284.71,2023-08-02
C431,P004,Books,86.26,2023-11-05
C254,P047,Clothing,144.53,2023-01-31
C034,P019,Home & Kitchen,330.23,2023-09-12
C166,P004,Books,257.28,2023-02-07
C319,P027,Toys & Games,85.51,2023-11-16
C231,P005,Clothing,296.66,2023-05-22
C349,P030,Home & Kitchen,183.65,2023-04-25
C306,P031,Books,145.35,2023-12-05
C115,P020,Toys & Games,430.57,2023-03-26
C431,P021,Home & Kitchen,310.75,2023-04-01
C034,P037,Clothing,40.0,2023-11-22
C139,P022,Electronics,98.58,2023-01-01
C200,P007,Books,218.28,2023-01-03
C149,P026,Electronics,22.24,2023-09-05
C093,P039,Books,73.19,2023-03-10
C470,P024,Books,220.19,2023-06-25
C321,P025,Clothing,46.03,2023-11-14
C373,P005,Clothing,337.26,2023-07-21
C369,P048,Books,250.59,2023-02-27
C361,P018,Electronics,323.29,2023-05-09
C360,P007,Books,351.63,2023-12-07
C280,P034,Home & Kitchen,439.92,2023-10-19
C223,P036,Clothing,406.79,2023-03-22
C199,P038,Home & Kitchen,407.87,2023-12-14
C430,P026,Electronics,250.8,2023-12-17
C092,P001,Clothing,81.22,2023-09-15
C275,P002,Books,52.53,2023-07-08
C218,P010,Home & Kitchen,314.57,2023-11-30
C091,P024,Books,37.56,2023-09-04
C377,P006,Electronics,499.62,2023-03-30
C282,P008,Home & Kitchen,60.0,2023-04-26
C325,P047,Clothing,96.9,2023-03-28
C071,P019,Home & Kitchen,212.83,2023-06-26
C213,P003,Electronics,355.45,2023-06-30
C015,P050,Home & Kitchen,83.05,2023-10-08
C398,P035,Books,86.45,2023-10-20
C013,P044,Clothing,58.83,2023-05-01
C149,P047,Clothing,465.67,2023-05-09
C031,P006,Electronics,295.74,2023-06-10
C441,P050,Home & Kitchen,395.63,2023-12-07
C439,P024,Books,132.58,2023-12-13
C012,P027,Toys & Games,189.7,2023-08-10
C022,P029,Books,124.06,2023-01-23
C421,P031,Books,81.75,2023-08-25
C031,P040,Electronics,258.2,2023-02-24
C455,P035,Books,58.62,2023-07-26
C335,P032,Home & Kitchen,428.93,2023-08-04
C379,P015,Clothing,278.46,2023-09-01
C098,P029,Books,293.75,2023-03-02
C375,P003,Electronics,139.25,2023-12-20
C162,P006,Electronics,203.61,2023-01-27
C474,P039,Books,147.0,2023-03-20
C105,P031,Books,465.03,2023-12-05
C402,P047,Clothing,194.0,2023-07-05
C347,P015,Clothing,323.94,2023-07-21
C017,P015,Clothing,27.29,2023-06-26
C296,P002,Books,420.9,2023-10-02
C329,P007,Books,129.56,2023-11-17
C467,P041,Home & Kitchen,364.08,2023-08-22
C117,P032,Home & Kitchen,135.28,2023-10-08
C464,P026,Electronics,424.42,2023-11-05
C095,P024,Books,260.24,2023-03-07
C107,P014,Toys & Games,380.57,2023-05-26
C185,P036,Clothing,321.92,2023-12-04
C380,P001,Clothing,318.56,2023-12-09
C206,P021,Home & Kitchen,201.52,2023-06-28
C271,P027,Toys & Games,461.08,2023-09-19
C079,P035,Books,420.49,2023-07-09
C267,P041,Home & Kitchen,215.55,2023-12-11
C193,P004,Books,261.77,2023-01-18
C023,P034,Home & Kitchen,110.21,2023-08-24
C240,P018,Electronics,190.37,2023-11-01
C203,P008,Home & Kitchen,10.86,2023-02-08
C405,P020,Toys & Games,133.73,2023-05-24
C321,P026,Electronics,44.46,2023-02-16
C312,P030,Home & Kitchen,446.19,2023-08-22
C089,P014,Toys & Games,385.01,2023-06-11
C264,P030,Home & Kitchen,219.17,2023-05-17
C164,P026,Electronics,443.69,2023-10-02
C416,P008,Home & Kitchen,458.57,2023-09-27
C363,P028,Books,314.04,2023-09-29
C318,P002,Books,98.96,2023-11-10
C216,P029,Books,56.17,2023-03-05
C428,P047,Clothing,214.79,2023-07-02
C192,P024,Books,363.76,2023-06-21
C127,P011,Books,24.66,2023-12-02
C255,P034,Home & Kitchen,494.62,2023-05-13
C010,P033,Electronics,305.2,2023-05-23
C128,P034,Home & Kitchen,202.15,2023-03-30
C417,P034,Home & Kitchen,448.38,2023-09-26
C330,P007,Books,487.25,2023-06-17
C139,P035,Books,93.4,2023-06-02
C030,P033,Electronics,148.28,2023-12-03
C462,P037,Clothing,165.1,2023-05-22
C047,P001,Clothing,343.12,2023-09-05
C292,P002,Books,87.32,2023-03-13
C233,P043,Books,286.28,2023-10-08
C128,P043,Books,202.99,2023-03-02
C407,P034,Home & Kitchen,29.93,2023-03-14
